Film ID,Film Title,Year of Release,Disability Represented,Category of Disability,Final Location,Final Location State,Final Location Country,Latitude,Longitude
3372,Oppenheimer,2023,,,Santa Fe,New Mexico,United States,61.0666922,-107.991707
3372,Oppenheimer,2023,,,ZÃ¼rich,ZÃ¼rich,Switzerland,69.50061,-121.50445
3373,Life On Mars,2008,,Mental Health Disabilities,New York City,New York,United States,43.2664665,-79.8643436
3373,Life On Mars,2008,,Mental Health Disabilities,New York,New York,United States,43.734014,-77.7073563
3374,Kojack,1973,,Mental Health Disabilities,New York City,New York,United States,50.3055319,-89.0319152
3375,Star Wars: Episode I â€“ The Phantom Menace,1999,,Mental Health Disabilities,,,,43.6676565,-79.3946988
3376,Butch Cassidy and the Sundance Kid,1969,,Mental Health Disabilities,Zion National Park,Utah,United States,34.0616262,-117.6495909
3376,Butch Cassidy and the Sundance Kid,1969,,Mental Health Disabilities,Utah,Utah,United States,46.3137992,-79.4381137
3376,Butch Cassidy and the Sundance Kid,1969,,Mental Health Disabilities,Colorado,Colorado,United States,47.5733473,-52.7333092
3376,Butch Cassidy and the Sundance Kid,1969,,Mental Health Disabilities,New Mexico,New Mexico,United States,,
3376,Butch Cassidy and the Sundance Kid,1969,,Mental Health Disabilities,Chama,New Mexico,United States,43.663462,-79.3977597
3376,Butch Cassidy and the Sundance Kid,1969,,Mental Health Disabilities,Silverton,Colorado,United States,43.7229765,-79.5437186
3376,Butch Cassidy and the Sundance Kid,1969,,Mental Health Disabilities,Cuernavaca,Morelos,Mexico,34.625739,-118.0826393
3376,Butch Cassidy and the Sundance Kid,1969,,Mental Health Disabilities,Morelos,Morelos,Mexico,36.728212,-120.666589
3376,Butch Cassidy and the Sundance Kid,1969,,Mental Health Disabilities,Mexico City,Mexico City,Mexico,36.7014631,-118.755997
3377,The Princess Bride,1987,,Mental Health Disabilities,Cliffs of Moher,County Clare,Ireland,37.3543765,-122.051352
3377,The Princess Bride,1987,,Mental Health Disabilities,County Clare,,Ireland,34.1541437,-118.3372797
3377,The Princess Bride,1987,,Mental Health Disabilities,Ireland,,Ireland,34.625739,-118.0826393
3377,The Princess Bride,1987,,Mental Health Disabilities,Bakewell,Derbyshire,United Kingdom,36.728212,-120.666589
3377,The Princess Bride,1987,,Mental Health Disabilities,Derbyshire,Derbyshire,United Kingdom,36.7014631,-118.755997
3377,The Princess Bride,1987,,Mental Health Disabilities,England,England,United Kingdom,37.3543765,-122.051352
3377,The Princess Bride,1987,,Mental Health Disabilities,UK,,United Kingdom,41.0762153,-73.8649353
3377,The Princess Bride,1987,,Mental Health Disabilities,Hever,Kent,United Kingdom,40.7127281,-74.0060152
3377,The Princess Bride,1987,,Mental Health Disabilities,Kent,Kent,United Kingdom,40.7372329,-73.862477
3377,The Princess Bride,1987,,Mental Health Disabilities,Penshurst,Kent,United Kingdom,38.8890042,-77.0408082
3378,All the Presidents Men,1976,,Mental Health Disabilities,"Washington, D.C.",District of Columbia,United States,34.0278787,-118.3888493
3378,All the Presidents Men,1976,,Mental Health Disabilities,Los Angeles,California,United States,34.625739,-118.0826393
3378,All the Presidents Men,1976,,Mental Health Disabilities,California,California,United States,36.728212,-120.666589
3379,Reservoir Dogs,1992,,Mental Health Disabilities,Los Angeles,California,United States,36.7014631,-118.755997
3379,Reservoir Dogs,1992,,Mental Health Disabilities,California,California,United States,37.3543765,-122.051352
3380,Pulp Fiction,1994,,Mental Health Disabilities,Los Angeles,California,United States,38.8939168,-77.0426534
3380,Pulp Fiction,1994,,Mental Health Disabilities,Glendale,California,United States,29.9461665,-90.0784417
3380,Pulp Fiction,1994,,Mental Health Disabilities,Hawthorne,California,United States,30.4062005,-91.1854129
3380,Pulp Fiction,1994,,Mental Health Disabilities,Canoga Park,California,United States,31.629982,-91.5590485
3381,Fargo,1996,,Mental Health Disabilities,"Grafton, North Dakota",North Dakota,United States,39.7837304,-100.445882
3381,Fargo,1996,,Mental Health Disabilities,"Fargo, North Dakota",North Dakota,United States,40.7269813,-73.7093369
3381,Fargo,1996,,Mental Health Disabilities,"St. Louis Park, Minnesota",Minnesota,United States,34.0745997,-118.0534304
3381,Fargo,1996,,Mental Health Disabilities,Minnesota,Minnesota,United States,35.0632254,-85.3144362
3381,Fargo,1996,,Mental Health Disabilities,"Forest Lake, Minnesota",Minnesota,United States,35.7730076,-86.2820081
3381,Fargo,1996,,Mental Health Disabilities,"Chanhassen, Minnesota",Minnesota,United States,22.2793278,114.1628131
3382,The Big Lebowski,1998,,Mental Health Disabilities,Los Angeles (Venice),California,United States,22.2965739,114.1729841
3382,The Big Lebowski,1998,,Mental Health Disabilities,San Pedro,California,United States,,
3382,The Big Lebowski,1998,,Mental Health Disabilities,South Pasadena,California,United States,40.7720145,-73.9302673
3382,The Big Lebowski,1998,,Mental Health Disabilities,Fairfax,Virginia,United States,46.1936781,-123.8509674
3382,The Big Lebowski,1998,,Mental Health Disabilities,Malibu,California,United States,40.7135078,-73.8283132
3383,No Country for Old Men,2007,,Mental Health Disabilities,New Mexico,New Mexico,United States,40.7372329,-73.862477
3383,No Country for Old Men,2007,,Mental Health Disabilities,Texas,Texas,United States,40.7127281,-74.0060152
3383,No Country for Old Men,2007,,Mental Health Disabilities,Nevada,Nevada,United States,38.90739,-77.008937
3383,No Country for Old Men,2007,,Mental Health Disabilities,Coahuila,Coahuila,Mexico,40.8077558,-73.9616141
3383,No Country for Old Men,2007,,Mental Health Disabilities,Big Bend National Park,Texas,United States,40.7127281,-74.0060152
3384,Heavens Gate,1980,,Mental Health Disabilities,Kalispell,Montana,United States,40.7372329,-73.862477
3384,Heavens Gate,1980,,Mental Health Disabilities,Montana,Montana,United States,38.8890042,-77.0408082
3385,The Deer Hunter,1978,Post-traumatic stress disorder,Mental Health Disabilities,Cleveland,Ohio,United States,48.8588897,2.320041
3385,The Deer Hunter,1978,Post-traumatic stress disorder,Mental Health Disabilities,Ohio,Ohio,United States,48.830919,2.376158
3385,The Deer Hunter,1978,Post-traumatic stress disorder,Mental Health Disabilities,Mingo Junction,Ohio,United States,34.0536909,-118.242766
3385,The Deer Hunter,1978,Post-traumatic stress disorder,Mental Health Disabilities,Pittsburgh,Pennsylvania,United States,34.625739,-118.0826393
3385,The Deer Hunter,1978,Post-traumatic stress disorder,Mental Health Disabilities,Struthers,Ohio,United States,36.728212,-120.666589
3385,The Deer Hunter,1978,Post-traumatic stress disorder,Mental Health Disabilities,Weirton,West Virginia,United States,36.7014631,-118.755997
3385,The Deer Hunter,1978,Post-traumatic stress disorder,Mental Health Disabilities,West Virginia,West Virginia,United States,37.3543765,-122.051352
3385,The Deer Hunter,1978,Post-traumatic stress disorder,Mental Health Disabilities,Mount Baker-Snoqualmie National Forest,Washington,United States,38.8939168,-77.0426534
3386,Gladiator,2000,,Mental Health Disabilities,Ouarzazate,Lazio,Morocco,41.6381693,-83.5416816
3386,Gladiator,2000,,Mental Health Disabilities,Morocco,,Morocco,39.8560679,-4.0239568
3386,Gladiator,2000,,Mental Health Disabilities,Malta,,Malta,40.4237276,-3.6899043
3386,Gladiator,2000,,Mental Health Disabilities,Siena,Tuscany,Italy,38.8939168,-77.0426534
3386,Gladiator,2000,,Mental Health Disabilities,Tuscany,Tuscany,Italy,40.8679067,-74.1534135
3386,Gladiator,2000,,Mental Health Disabilities,Italy,,Italy,40.5961103,-74.2374679
3386,Gladiator,2000,,Mental Health Disabilities,Bourne Wood,Surrey,United Kingdom,40.7098627,-74.0876608
3386,Gladiator,2000,,Mental Health Disabilities,Farnham,Surrey,United Kingdom,40.9151595,-74.1673176
3386,Gladiator,2000,,Mental Health Disabilities,Surrey,Surrey,United Kingdom,22.5726459,88.3638953
3386,Gladiator,2000,,Mental Health Disabilities,England,England,United Kingdom,22.9964948,87.6855882
3386,Gladiator,2000,,Mental Health Disabilities,UK,,United Kingdom,34.0980031,-118.329523
3387,Jason Bourne,2002,,,Mykonos,South Aegean,Greece,34.0536909,-118.242766
3387,Jason Bourne,2002,,,Prague,Prague,Czech Republic,34.625739,-118.0826393
3387,Jason Bourne,2002,,,Imperia,Liguria,Italy,36.728212,-120.666589
3388,Miami Vice,2006,,Mental Health Disabilities,Miami,Florida,United States,36.7014631,-118.755997
3388,Miami Vice,2006,,Mental Health Disabilities,Montevideo,Montevideo,Uruguay,37.3543765,-122.051352
3388,Miami Vice,2006,,Mental Health Disabilities,Punta del Este,Maldonado,Uruguay,34.0278787,-118.3888493
3389,Sin City,2005,,Mental Health Disabilities,Austin,Texas,United States,34.625739,-118.0826393
3389,Sin City,2005,,Mental Health Disabilities,Texas,Texas,United States,36.728212,-120.666589
3390,Blood Diamond,2006,,Mental Health Disabilities,Cape Town,Western Cape,South Africa,36.7014631,-118.755997
3390,Blood Diamond,2006,,Mental Health Disabilities,Maputo,,Mozambique,37.3543765,-122.051352
3391,Mystic River,2003,,Mental Health Disabilities,Boston,Massachusetts,United States,39.7837304,-100.445882
3391,Mystic River,2003,,Mental Health Disabilities,Massachusetts,Massachusetts,United States,40.7269813,-73.7093369
3392,Avengers: Age of Ultron,2015,,Mental Health Disabilities,Johannesburg,Gauteng,South Africa,34.0745997,-118.0534304
3392,Avengers: Age of Ultron,2015,,Mental Health Disabilities,South Africa,,South Africa,,
3392,Avengers: Age of Ultron,2015,,Mental Health Disabilities,Aosta,Valle d'Aosta,Italy,34.0954028,-118.3731859
3392,Avengers: Age of Ultron,2015,,Mental Health Disabilities,Italy,Umbria,Italy,34.625739,-118.0826393
3392,Avengers: Age of Ultron,2015,,Mental Health Disabilities,Forte di Bard,Valle d'Aosta,Italy,36.728212,-120.666589
3392,Avengers: Age of Ultron,2015,,Mental Health Disabilities,Dover,England,United Kingdom,36.7014631,-118.755997
3392,Avengers: Age of Ultron,2015,,Mental Health Disabilities,Kent,England,United Kingdom,37.3543765,-122.051352
3392,Avengers: Age of Ultron,2015,,Mental Health Disabilities,England,England,United Kingdom,39.7837304,-100.445882
3392,Avengers: Age of Ultron,2015,,Mental Health Disabilities,UK,,United Kingdom,40.7269813,-73.7093369
3392,Avengers: Age of Ultron,2015,,Mental Health Disabilities,London,England,United Kingdom,34.0745997,-118.0534304
3392,Avengers: Age of Ultron,2015,,Mental Health Disabilities,Norwich,England,United Kingdom,34.0536909,-118.242766
3393,Avengers: Endgame,2019,,Mental Health Disabilities,Atlanta,Georgia,United States,34.0980031,-118.329523
3393,Avengers: Endgame,2019,,Mental Health Disabilities,Fayetteville,Arkansas,United States,34.625739,-118.0826393
3393,Avengers: Endgame,2019,,Mental Health Disabilities,New York,New York,United States,36.728212,-120.666589
3393,Avengers: Endgame,2019,,Mental Health Disabilities,Scotland,Alba / Scotland,United Kingdom,36.7014631,-118.755997
3393,Avengers: Endgame,2019,,Mental Health Disabilities,England,England,United Kingdom,37.3543765,-122.051352
3394,Notting Hill,1999,,Mental Health Disabilities,Notting Hill,England,United Kingdom,49.2767096,-122.917803
3394,Notting Hill,1999,,Mental Health Disabilities,London,England,United Kingdom,49.2608724,-123.113952
3394,Notting Hill,1999,,Mental Health Disabilities,Hampstead,England,United Kingdom,49.2578314,-123.246242
3394,Notting Hill,1999,,Mental Health Disabilities,Mayfair,England,United Kingdom,49.2443509,-123.1230298
3395,Into the Badlands,2015,,Mental Health Disabilities,New Orleans,Louisiana,United States,61.0666922,-107.991707
3395,Into the Badlands,2015,,Mental Health Disabilities,Cliffs of Moher,,Ireland,69.50061,-121.50445
3396,Terrifier,2016,,,New York,New York,United States,46,2
3397,Breaking Bad,2008,Inoperable Lung Cancer,Chronic Illnesses & Conditions,Albuquerque,New Mexico,United States,51.3851637,1.3719521
3397,Breaking Bad,2008,Inoperable Lung Cancer,Chronic Illnesses & Conditions,New Mexico,New Mexico,United States,40.7372329,-73.862477
3398,The Platform,2019,,Mental Health Disabilities,Bilbao,Euskadi,Spain,40.7127281,-74.0060152
3398,The Platform,2019,,Mental Health Disabilities,Spain,Extremadura,Spain,38.90739,-77.008937
3399,The Dark Knight,2008,Mental Health Disabilities,Mental Health Disabilities,Chicago,Illinois,United States,40.8077558,-73.9616141
3399,The Dark Knight,2008,Mental Health Disabilities,Mental Health Disabilities,Illinois,Illinois,United States,51.5074456,-0.1277653
3399,The Dark Knight,2008,Mental Health Disabilities,Mental Health Disabilities,London,England,United Kingdom,51.5004089,-0.128135
3400,The Nightmare Before Christmas,1993,,Mental Health Disabilities,Burbank,California,United States,51.5615327,-1.7854322
3401,Family Guy,1999,,Mental Health Disabilities,Los Angeles,California,United States,53.4794892,-2.2451148
3402,Titanic,1997,,Mental Health Disabilities,Rosarito,Baja California,Mexico,38.8939168,-77.0426534
3402,Titanic,1997,,Mental Health Disabilities,Baja California Norte,Baja California Norte,Mexico,34.0536909,-118.242766
3402,Titanic,1997,,Mental Health Disabilities,Mexico City,Mexico City,Mexico,34.625739,-118.0826393
3402,Titanic,1997,,Mental Health Disabilities,Long Beach,California,United States,36.728212,-120.666589
3402,Titanic,1997,,Mental Health Disabilities,California,California,United States,36.7014631,-118.755997
3402,Titanic,1997,,Mental Health Disabilities,Halifax,Nova Scotia,Canada,37.3543765,-122.051352
3402,Titanic,1997,,Mental Health Disabilities,Nova Scotia,Nova Scotia,Canada,30.4847855,-91.1867561
3403,Midsommar,2019,,Mental Health Disabilities,Hungary,,Hungary,30.4062005,-91.1854129
3403,Midsommar,2019,,Mental Health Disabilities,Budapest,,Hungary,31.629982,-91.5590485
3403,Midsommar,2019,,Mental Health Disabilities,Budakeszi,,Hungary,29.9461665,-90.0784417
3403,Midsommar,2019,,Mental Health Disabilities,Etyek,,Hungary,30.7819467,-91.3767781
3404,The Texas Chain Saw Massacre,1974,,Mental Health Disabilities,Bastrop,Texas,United States,34.0536909,-118.242766
3404,The Texas Chain Saw Massacre,1974,,Mental Health Disabilities,Round Rock,Texas,United States,47.6020234,-122.339864
3404,The Texas Chain Saw Massacre,1974,,Mental Health Disabilities,Leander,Texas,United States,34.0536909,-118.242766
3405,Halloween,2018,,Mental Health Disabilities,Charleston,South Carolina,United States,34.625739,-118.0826393
3405,Halloween,2018,,Mental Health Disabilities,Hanahan,South Carolina,United States,36.728212,-120.666589
3405,Halloween,2018,,Mental Health Disabilities,North Charleston,South Carolina,United States,36.7014631,-118.755997
3406,Despicable Me 4,2024,,,,,,37.3543765,-122.051352
3407,A Man Called Otto,2022,,Mental Health Disabilities,Pittsburgh,Pennsylvania,United States,29.9461665,-90.0784417
3407,A Man Called Otto,2022,,Mental Health Disabilities,Pennsylvania,Pennsylvania,United States,30.4062005,-91.1854129
3407,A Man Called Otto,2022,,Mental Health Disabilities,Ohio,Ohio,United States,31.629982,-91.5590485
3407,A Man Called Otto,2022,,Mental Health Disabilities,Brecksville,Ohio,United States,34.4137196,-118.5250277
3408,Get Out,2017,,Mental Health Disabilities,Fairhope,Alabama,United States,34.2111341,-118.8705184
3408,Get Out,2017,,Mental Health Disabilities,Alabama,Alabama,United States,34.625739,-118.0826393
3408,Get Out,2017,,Mental Health Disabilities,Mobile,Alabama,United States,36.728212,-120.666589
3409,Deadpool 2,2018,,Mental Health Disabilities,Vancouver,British Columbia,Canada,36.7014631,-118.755997
3409,Deadpool 2,2018,,Mental Health Disabilities,New York City,New York,United States,37.3543765,-122.051352
3409,Deadpool 2,2018,,Mental Health Disabilities,New York,New York,United States,39.7837304,-100.445882
3409,Deadpool 2,2018,,Mental Health Disabilities,Jamestown,New York,United States,40.7269813,-73.7093369
3409,Deadpool 2,2018,,Mental Health Disabilities,St. Petersburg,New York,United States,34.0745997,-118.0534304
3410,Scream,2022,,Mental Health Disabilities,Wilmington,North Carolina,United States,53.99983,-125.0032
3411,Goodfellas,1990,,Mental Health Disabilities,New York City,New York,United States,51.9629773,-120.131806
3411,Goodfellas,1990,,Mental Health Disabilities,Long Island,New York,United States,49.3768208,-123.3694644
3411,Goodfellas,1990,,Mental Health Disabilities,New Jersey,New Jersey,United States,49.368558,-123.2758982
3411,Goodfellas,1990,,Mental Health Disabilities,Saugerties,New York,United States,49.2578314,-123.246242
3412,Madame Web,2024,,Mental Health Disabilities,,,,49.2443509,-123.1230298
3413,Interview with the Vampire,1994,,Mental Health Disabilities,Vacherie,Louisiana,United States,35.3018515,126.7849828
3413,Interview with the Vampire,1994,,Mental Health Disabilities,Louisiana,Louisiana,United States,36.5,127.75
3413,Interview with the Vampire,1994,,Mental Health Disabilities,Paris,ÃŽle-de-France,France,35.1501201,128.1183494
3414,The Notebook,2004,,,Charleston,South Carolina,United States,38.8939168,-77.0426534
3414,The Notebook,2004,,,South Carolina,South Carolina,United States,50.0874654,14.4212535
3414,The Notebook,2004,,,Wadmalaw Island,South Carolina,United States,50.0596288,14.4464593
3414,The Notebook,2004,,,Edisto Island,South Carolina,United States,49.7439047,15.3381061
3414,The Notebook,2004,,,Moncks Corner,South Carolina,United States,40.7628137,-111.8368719
3415,Blade Runner 2049,2017,,Mental Health Disabilities,Budapest,California,Hungary,43.663462,-79.3977597
3415,Blade Runner 2049,2017,,Mental Health Disabilities,Etyek,Nevada,Hungary,43.7229765,-79.5437186
3415,Blade Runner 2049,2017,,Mental Health Disabilities,Hungary,,Hungary,43.734014,-77.7073563
3415,Blade Runner 2049,2017,,Mental Health Disabilities,Sevilla,Andalusia,Spain,50.3055319,-89.0319152
3415,Blade Runner 2049,2017,,Mental Health Disabilities,Spain,Extremadura,Spain,43.6676565,-79.3946988
3415,Blade Runner 2049,2017,,Mental Health Disabilities,El Ejido,Andalusia,Spain,34.0616262,-117.6495909
3415,Blade Runner 2049,2017,,Mental Health Disabilities,Iceland,,Iceland,39.5286701,-119.8117867
3416,Suicide Squad,2016,,Mental Health Disabilities,Toronto,Ontario,Canada,36.1078263,-115.1418611
3416,Suicide Squad,2016,,Mental Health Disabilities,Los Angeles,California,United States,39.3107094,-119.6487067
3417,The Godfather Part II,1974,,Mental Health Disabilities,New York City,New York,United States,38.818277,-119.649498
3417,The Godfather Part II,1974,,Mental Health Disabilities,Sicily,Sicily,Italy,39.1875897,-119.7593
3417,The Godfather Part II,1974,,Mental Health Disabilities,Lake Tahoe,Nevada,United States,38.8939168,-77.0426534
3417,The Godfather Part II,1974,,Mental Health Disabilities,Santo Domingo,Distrito Nacional,Dominican Republic,38.8939168,-77.0426534
3417,The Godfather Part II,1974,,Mental Health Disabilities,Homewood,Illinois,United States,49.2578314,-123.246242
3417,The Godfather Part II,1974,,Mental Health Disabilities,California,California,United States,49.2443509,-123.1230298
3417,The Godfather Part II,1974,,Mental Health Disabilities,Trieste,Friuli Venezia Giulia,Italy,40.8358846,14.2487679
3417,The Godfather Part II,1974,,Mental Health Disabilities,Messina,Sicily,Italy,40.860672,14.843984
3418,The Rocky Horror Picture Show,1975,,Mental Health Disabilities,Windsor,Ontario,Canada,42.6384261,12.674297
3418,The Rocky Horror Picture Show,1975,,Mental Health Disabilities,Berkshire,England,United Kingdom,42.5303514,12.5201726
3419,It Follows,2014,,Mental Health Disabilities,Detroit,Michigan,United States,22.0503838,-159.5588624
3419,It Follows,2014,,Mental Health Disabilities,Michigan,Michigan,United States,21.2982795,-157.8186932
3419,It Follows,2014,,Mental Health Disabilities,Sterling Heights,Michigan,United States,51.5074456,-0.1277653
3420,Gone Girl,2014,,Mental Health Disabilities,Cape Girardeau,Missouri,United States,51.5004089,-0.128135
3420,Gone Girl,2014,,Mental Health Disabilities,Missouri,Missouri,United States,51.5635091,-1.7933058
3421,Talk to Me,2022,,Mental Health Disabilities,Adelaide,South Australia,Australia,51.8784385,-0.4152837
3421,Talk to Me,2022,,Mental Health Disabilities,South Australia,South Australia,Australia,51.9059247,-0.3940818
3421,Talk to Me,2022,,Mental Health Disabilities,Mawson Lakes,South Australia,Australia,52.0640034,-0.4111138
3421,Talk to Me,2022,,Mental Health Disabilities,Pooraka,South Australia,Australia,35.372195,-119.007864
3421,Talk to Me,2022,,Mental Health Disabilities,Glenside,South Australia,Australia,34.625739,-118.0826393
3421,Talk to Me,2022,,Mental Health Disabilities,Para Hills West,South Australia,Australia,36.728212,-120.666589
3422,Killers of the Flower Moon,2023,,,Bartlesville,Oklahoma,United States,36.7014631,-118.755997
3422,Killers of the Flower Moon,2023,,,Pawhuska,Oklahoma,United States,37.3543765,-122.051352
3422,Killers of the Flower Moon,2023,,,Oklahoma,Oklahoma,United States,35.1175506,-120.6338918
3422,Killers of the Flower Moon,2023,,,Fairfax,Virginia,United States,34.0278787,-118.3888493
3423,Casino Royale,2006,,Mental Health Disabilities,Bahamas,,Bahamas,34.625739,-118.0826393
3423,Casino Royale,2006,,Mental Health Disabilities,Montenegro,,Montenegro,36.728212,-120.666589
3423,Casino Royale,2006,,Mental Health Disabilities,Venice,Veneto,Italy,36.7014631,-118.755997
3423,Casino Royale,2006,,Mental Health Disabilities,Prague,,Czech Republic,37.3543765,-122.051352
3423,Casino Royale,2006,,Mental Health Disabilities,Karlovy Vary,,Czech Republic,51.0400737,-3.550561
3423,Casino Royale,2006,,Mental Health Disabilities,Loket,,Czech Republic,51.1617509,-3.0753867
3423,Casino Royale,2006,,Mental Health Disabilities,Lake Como,Lombardy,Italy,51.5635091,-1.7933058
3423,Casino Royale,2006,,Mental Health Disabilities,Milan,Lombardy,Italy,51.1007791,-3.2333506
3423,Casino Royale,2006,,Mental Health Disabilities,Lenno,Lombardy,Italy,51.0545031,-3.3642515
3424,Office Space,1999,,Mental Health Disabilities,Austin,Texas,United States,55.625578,37.6063916
3425,Friday the 13th Part 2,1981,,Mental Health Disabilities,Kent,Kent,United Kingdom,55.7505412,37.6174782
3425,Friday the 13th Part 2,1981,,Mental Health Disabilities,Connecticut,Connecticut,United States,56.2976677,37.4900021
3425,Friday the 13th Part 2,1981,,Mental Health Disabilities,New Preston,Connecticut,United States,59.9606739,30.1586551
3425,Friday the 13th Part 2,1981,,Mental Health Disabilities,Waterbury,Connecticut,United States,38.8939168,-77.0426534
3426,Spider-Man: Across the Spider-Verse,2023,,Mental Health Disabilities,New York City,New York,United States,38.2167867,-84.5512783
3426,Spider-Man: Across the Spider-Verse,2023,,Mental Health Disabilities,Brooklyn,New York,United States,42.3464366,-71.0489592
3426,Spider-Man: Across the Spider-Verse,2023,,Mental Health Disabilities,,,,42.4267649,-71.0650665
3427,Lost in Love,,,Mental Health Disabilities,,,,42.3643417,-71.1587609
3428,To All the Boys Ive Loved Before,2018,,Mental Health Disabilities,Vancouver,British Columbia,Canada,52.194144,0.1375027
3428,To All the Boys Ive Loved Before,2018,,Mental Health Disabilities,Fort Langley,British Columbia,Canada,42.3680753,-71.1023439
3428,To All the Boys Ive Loved Before,2018,,Mental Health Disabilities,North Vancouver,British Columbia,Canada,42.2380761,-70.9757625
3429,Lost,2004,,Mental Health Disabilities,Honolulu,Hawaii,United States,34.0536909,-118.242766
3429,Lost,2004,,Mental Health Disabilities,Waimea Bay,Hawaii,United States,51.1633632,10.4476867
3429,Lost,2004,,Mental Health Disabilities,Oahu,Hawaii,United States,51.5,10.5
3430,Wild Wild West,1999,,Mental Health Disabilities,Burbank,California,United States,48.8588897,2.320041
3430,Wild Wild West,1999,,Mental Health Disabilities,California,California,United States,48.830919,2.376158
3430,Wild Wild West,1999,,Mental Health Disabilities,Idaho,Idaho,United States,47.99998,2.731659
3430,Wild Wild West,1999,,Mental Health Disabilities,New Mexico,New Mexico,United States,46.603354,1.8883335
3431,Dark Angel,2000,,Mental Health Disabilities,Seattle,Washington,United States,34.0536909,-118.242766
3431,Dark Angel,2000,,Mental Health Disabilities,Washington,District of Columbia,United States,34.625739,-118.0826393
3431,Dark Angel,2000,,Mental Health Disabilities,British Columbia,British Columbia,Canada,36.728212,-120.666589
3431,Dark Angel,2000,,Mental Health Disabilities,Britannia Beach,British Columbia,Canada,36.7014631,-118.755997
3431,Dark Angel,2000,,Mental Health Disabilities,Anmore,British Columbia,Canada,37.3543765,-122.051352
3431,Dark Angel,2000,,Mental Health Disabilities,North Vancouver,British Columbia,Canada,34.0278787,-118.3888493
3432,Rocky,1976,,Mental Health Disabilities,Philadelphia,Pennsylvania,United States,33.3889037,-118.4239288
3432,Rocky,1976,,Mental Health Disabilities,Pennsylvania,Pennsylvania,United States,34.625739,-118.0826393
3433,Into The Wild,2007,,Mental Health Disabilities,Alaska,Alaska,United States,36.728212,-120.666589
3433,Into The Wild,2007,,Mental Health Disabilities,South Dakota,South Dakota,United States,36.7014631,-118.755997
3433,Into The Wild,2007,,Mental Health Disabilities,California,California,United States,37.3543765,-122.051352
3433,Into The Wild,2007,,Mental Health Disabilities,Oregon,Oregon,United States,51.5074456,-0.1277653
3433,Into The Wild,2007,,Mental Health Disabilities,Arizona,Arizona,United States,51.5004089,-0.128135
3433,Into The Wild,2007,,Mental Health Disabilities,Mexico,,Mexico,51.5635091,-1.7933058
3433,Into The Wild,2007,,Mental Health Disabilities,Atlanta,Georgia,United States,54.7023545,-3.2765753
3433,Into The Wild,2007,,Mental Health Disabilities,Healy,Alaska,United States,34.0278787,-118.3888493
3433,Into The Wild,2007,,Mental Health Disabilities,Yuma,Arizona,United States,34.625739,-118.0826393
3433,Into The Wild,2007,,Mental Health Disabilities,Niland,California,United States,36.728212,-120.666589
3433,Into The Wild,2007,,Mental Health Disabilities,Beaverton,Oregon,United States,36.7014631,-118.755997
3433,Into The Wild,2007,,Mental Health Disabilities,Astoria,Oregon,United States,37.3543765,-122.051352
3434,Schindlers List,1993,,Mental Health Disabilities,Krakow,Lesser Poland Voivodeship,Poland,39.7837304,-100.445882
3434,Schindlers List,1993,,Mental Health Disabilities,Plaszow,Lesser Poland Voivodeship,Poland,40.7269813,-73.7093369
3434,Schindlers List,1993,,Mental Health Disabilities,Auschwitz-Birkenau,Lesser Poland Voivodeship,Poland,34.0745997,-118.0534304
3434,Schindlers List,1993,,Mental Health Disabilities,Poland,,Poland,53.5407963,-9.2859366
3435,Freedom Writers,2007,,Mental Health Disabilities,Long Beach,California,United States,53.9087056,-9.2983049
3435,Freedom Writers,2007,,Mental Health Disabilities,Los Angeles,California,United States,52.865196,-7.9794599
3436,The Worlds Fastest Indian,2005,,Mental Health Disabilities,Invercargill,Southland,New Zealand,53.3435046,-8.8733741
3436,The Worlds Fastest Indian,2005,,Mental Health Disabilities,Tooele,Utah,United States,53.4884916,-10.0210673
3436,The Worlds Fastest Indian,2005,,Mental Health Disabilities,Bonneville Salt Flats,Utah,United States,53.2744122,-9.0490601
3437,The Pursuit of Happyness,2006,,Mental Health Disabilities,San Francisco,California,United States,53.6070488,-9.8982903
3437,The Pursuit of Happyness,2006,,Mental Health Disabilities,Alameda,California,United States,30.053,-83.17486
3437,The Pursuit of Happyness,2006,,Mental Health Disabilities,San Leandro,California,United States,36.9823883,-110.1111116
3438,Life of Pi,2012,,Mental Health Disabilities,Pondicherry,Pondicherry,India,36.71435,-110.25896
3438,Life of Pi,2012,,Mental Health Disabilities,Munnar,Kerala,India,36.9231409,-109.0963926
3438,Life of Pi,2012,,Mental Health Disabilities,Taipei,Taiwan,Taiwan,38.6476702,-107.0603126
3438,Life of Pi,2012,,Mental Health Disabilities,Mexico,,,37.1482695,-109.861438
3439,Rush,2013,,,NÃ¼rburgring,Rhineland-Palatinate,Germany,40.7628137,-111.8368719
3439,Rush,2013,,,Rhineland-Palatinate,Rhineland-Palatinate,Germany,34.0536909,-118.242766
3439,Rush,2013,,,Germany,,Germany,52.510885,13.3989367
3439,Rush,2013,,,Brands Hatch,Kent,United Kingdom,52.5103817,13.4349112
3439,Rush,2013,,,Kent,Kent,United Kingdom,52.4014435,13.0087916
3439,Rush,2013,,,England,England,United Kingdom,51.1561514,10.4006695
3439,Rush,2013,,,UK,,United Kingdom,51.5,10.5
3439,Rush,2013,,,Blackbushe Airport,Hampshire,United Kingdom,,
